rank,source_type,source,candidate_id,score,context_snippet,suggested_id,reason
1758,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=19#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_19_img1.png,M1-Q20,0.121,"FACTORS THAT LEAD TO IMPROVEMENT
When we administer a treatment, this treatment can lead to an 
improvement due to several factors:
1) Specific factors→related to the treatment→active principle 
2) Methodological factors
3) Non-specific factors
1 +/* 2 +/* 3
time
pain
Treatment efficacyActive princi",,
1759,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=19#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_19_img2.png,M1-Q20,0.121,"FACTORS THAT LEAD TO IMPROVEMENT
When we administer a treatment, this treatment can lead to an 
improvement due to several factors:
1) Specific factors→related to the treatment→active principle 
2) Methodological factors
3) Non-specific factors
1 +/* 2 +/* 3
time
pain
Treatment efficacyActive princi",,
1760,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=23#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img1.png,M1-Q29,0.140,"Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
HOW CAN WE SAY THAT A DRUG (treatment) 
is EFFECTIVE?
• To control methodological factors→we administer a PLACEBO
✓ACTIVE ARM: receives the active treatment
✓PLACEBO ARM: receives the placebo treatment
time
Administration
treatmen",,
1761,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=23#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img2.png,M1-Q29,0.140,"Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
HOW CAN WE SAY THAT A DRUG (treatment) 
is EFFECTIVE?
• To control methodological factors→we administer a PLACEBO
✓ACTIVE ARM: receives the active treatment
✓PLACEBO ARM: receives the placebo treatment
time
Administration
treatmen",,
1762,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=23#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img3.png,M1-Q29,0.140,"Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
HOW CAN WE SAY THAT A DRUG (treatment) 
is EFFECTIVE?
• To control methodological factors→we administer a PLACEBO
✓ACTIVE ARM: receives the active treatment
✓PLACEBO ARM: receives the placebo treatment
time
Administration
treatmen",,
1763,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img1.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1764,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img2.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1765,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img3.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1766,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img4.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1767,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img5.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1768,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img6.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1769,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img7.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1770,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img8.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1771,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=27#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img9.png,M4-Q01,0.232,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: non-
randomized method",,
1772,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img1.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1773,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img2.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1774,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img3.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1775,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img4.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1776,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img5.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1777,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img6.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1778,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img7.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1779,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img8.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1780,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img9.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1781,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img10.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1782,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=28#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img11.png,M4-Q17,0.193,"Informations
about
patients
 RANDOM
CLASSIFICATION OF CLINICAL TRIALS: 
randomized method
Experimenter",,
1783,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img1.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1784,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img2.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1785,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img3.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1786,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img4.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1787,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img5.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1788,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img6.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1789,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img7.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1790,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img8.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1791,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=29#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img9.png,M4-Q01,0.252,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
SINGLE-BLINDING",,
1792,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img1.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1793,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img2.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1794,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img3.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1795,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img4.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1796,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img5.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1797,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img6.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1798,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img7.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1799,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img8.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1800,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=30#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img9.png,M4-Q16,0.258,"Experimenter
CLASSIFICATION OF CLINICAL TRIALS: 
DOUBLE-BLINDING",,
1801,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img1.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1802,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img2.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1803,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img3.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1804,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img4.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1805,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img5.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1806,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img6.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1807,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img7.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1808,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img8.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1809,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img9.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1810,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=31#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img10.png,M4-Q16,0.158,"CLINICAL TRIALS
GOLD STANDARD:
1) Randomized
2) Double-blind
3) Placebo controlled
Experimenter
RANDOMIZATION",,Context appears to be Module 4 topic; keep as M4.
1811,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=33#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img1.png,M3-Q10,0.135,"PHASE 0 –Discovery and early 
testing 
• Discovery and selection of molecules
• Laboratory analysis on cells and animals
• Administration of extremely small doses of 
the drug under study to obtain preliminary 
data on the pharmacokinetics of the agent 
• Request for authorization of human trials
• ",,
1812,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=33#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img2.png,M3-Q10,0.135,"PHASE 0 –Discovery and early 
testing 
• Discovery and selection of molecules
• Laboratory analysis on cells and animals
• Administration of extremely small doses of 
the drug under study to obtain preliminary 
data on the pharmacokinetics of the agent 
• Request for authorization of human trials
• ",,
1813,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=33#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img3.png,M3-Q10,0.135,"PHASE 0 –Discovery and early 
testing 
• Discovery and selection of molecules
• Laboratory analysis on cells and animals
• Administration of extremely small doses of 
the drug under study to obtain preliminary 
data on the pharmacokinetics of the agent 
• Request for authorization of human trials
• ",,
1814,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=34#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_34_img1.png,M3-Q10,0.153,"PHASE I –Safety and dosage 
• Typically on humans (volunteers) (20-80 
subjects)
• Typically on healthy subjects (sometimes on 
terminal patients in the absence of other 
treatments)
• It is used to test the pharmacokinetics and 
toxicity
• If the safety of the drug has been confirmed, 
we move on t",,
1815,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=34#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_34_img2.png,M3-Q10,0.153,"PHASE I –Safety and dosage 
• Typically on humans (volunteers) (20-80 
subjects)
• Typically on healthy subjects (sometimes on 
terminal patients in the absence of other 
treatments)
• It is used to test the pharmacokinetics and 
toxicity
• If the safety of the drug has been confirmed, 
we move on t",,
1816,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=35#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_35_img1.png,M3-Q14,0.169,"PHASE II –Efficacy
• Testing of the molecule on larger groups (300-
400 subjects).
• Patients who have the pathology for which 
the particular molecule is to be tested are 
recruited
Phase III
If benefits are 
observed",,
1817,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=36#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_36_img1.png,M1-Q29,0.161,"PHASE III –
Approval phase
• Increasing the number of patients 
(multicenter studies with 2000-3000 patients)
• Approval phase
 If few side effects
and good efficacy
",,
1818,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=36#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_36_img2.png,M1-Q29,0.161,"PHASE III –
Approval phase
• Increasing the number of patients 
(multicenter studies with 2000-3000 patients)
• Approval phase
 If few side effects
and good efficacy
",,
1819,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=37#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_37_img1.png,M1-Q20,0.122,"PHASE IV –Post-marketing 
surveillance
• MARKET LAUNCH
• Phase that lasts ""forever“
• The recording of side effects continues.
• Ex: Thalidomide, marketed after animal testing 
(late 50s)
→Lancet study
→administration of thalidomide to pregnant mice 
resulted in the birth of broods with severe limb ",,
1820,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=37#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_37_img2.png,M1-Q20,0.122,"PHASE IV –Post-marketing 
surveillance
• MARKET LAUNCH
• Phase that lasts ""forever“
• The recording of side effects continues.
• Ex: Thalidomide, marketed after animal testing 
(late 50s)
→Lancet study
→administration of thalidomide to pregnant mice 
resulted in the birth of broods with severe limb ",,
1821,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=38#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_38_img1.png,M3-Q15,0.142,"• STANDARD TRIALS (Phase I, II and III):
• If active arm > placebo arm →We proceed with the other phases of 
the trial
VERUM GROUP
(active arm)
PLACEBO GROUP
(placebo arm)",,
1822,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=38#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_38_img2.png,M3-Q15,0.142,"• STANDARD TRIALS (Phase I, II and III):
• If active arm > placebo arm →We proceed with the other phases of 
the trial
VERUM GROUP
(active arm)
PLACEBO GROUP
(placebo arm)",,
1823,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=39#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_39_img1.png,M4-Q24,0.133,"Gold standard? 
All that glitters is not gold
RCTs Problems",,
1824,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img1.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1825,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img2.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1826,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img3.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1827,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img4.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1828,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img5.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1829,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img6.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1830,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img7.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1831,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=40#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_40_img8.png,M4-Q15,0.152,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
We administer the ACTIVE treatment (active arm) and… WE COMPARE WITH PLACEBO
(placebo arm)
pain
Treatment administration
Natural History (NH)
Regression to the mean
Bias
NON-SPECIFIC FACTORS
Treatment efficacy
ACTIVE 
PRINCIPLE
x
",,Context appears to be Module 4 topic; keep as M4.
1832,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=42#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_42_img1.png,M4-Q17,0.095,"PLACEBO IN CLINICAL TRIALS: PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Hawthorne effec",,Context appears to be Module 4 topic; keep as M4.
1833,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=43#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_43_img1.png,M4-Q11,0.093,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Haw",,Context appears to be Module 4 topic; keep as M4.
1834,pdf_image,MODULE 4_2_RCT_PSYCH_MECHANISMS#page=44#docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_44_img1.png,M4-Q17,0.135,"PLACEBO IN CLINICAL TRIALS: 
ACTIVE ARM PROBLEMS
Clinical trial: postoperative pain
Benedetti F, Amanzio M, Maggi G. Potentiation of placebo analgesia by proglumide. Lancet 1995.
Benedetti F, Carlino E, Piedimonte A. Increasing uncertainty in CNS clinical trials: the role of placebo, nocebo, and Haw",,Context appears to be Module 4 topic; keep as M4.
