pdf_file,page_number,image_file,xref,width,height,context_snippet
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,15,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_15_img5.png,304,202,161,PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) time pain Treatment  administration PAIN CONDITION With the active treatment the  pain decreases over time
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,15,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_15_img6.png,305,209,161,PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) time pain Treatment  administration PAIN CONDITION With the active treatment the  pain decreases over time
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,15,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_15_img7.png,306,213,148,PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) time pain Treatment  administration PAIN CONDITION With the active treatment the  pain decreases over time
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,15,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_15_img8.png,590,95,158,PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) time pain Treatment  administration PAIN CONDITION With the active treatment the  pain decreases over time
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img1.png,271,367,367,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img2.png,302,323,325,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img3.png,303,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img4.png,304,202,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img5.png,305,209,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img6.png,306,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img7.png,588,202,156,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,16,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_16_img8.png,590,95,158,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (flat line) In this case, is the drug more  effective than placebo in reducing  pain? Time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img1.png,271,367,367,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img2.png,302,323,325,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img3.png,303,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img4.png,304,202,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img5.png,305,209,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img6.png,306,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img7.png,588,202,156,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img8.png,720,512,512,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,17,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_17_img9.png,590,95,158,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO (sine wave) In this case, is the drug more  effective than placebo in reducing  pain? time pain Treatment  admini..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img1.png,271,367,367,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img2.png,302,323,325,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img3.png,303,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img4.png,304,202,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img5.png,305,209,161,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img6.png,306,213,148,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,18,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_18_img7.png,588,202,156,"PLACEBO IN CLINICAL TRIALS We administer the ACTIVE treatment (active arm) and ... WE COMPARE WITH PLACEBO In this case, is the drug more  effective than placebo in reducing  pain? time pain Administration treatment PAIN..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,19,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_19_img1.png,852,202,156,"FACTORS THAT LEAD TO IMPROVEMENT When we administer a treatment, this treatment can lead to an  improvement due to several factors: 1) Specific factors→related to the treatment→active principle  2) Methodological factors..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,19,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_19_img2.png,590,95,158,"FACTORS THAT LEAD TO IMPROVEMENT When we administer a treatment, this treatment can lead to an  improvement due to several factors: 1) Specific factors→related to the treatment→active principle  2) Methodological factors..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,23,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img1.png,588,202,156,Natural History (NH) Regression to the mean Bias NON-SPECIFIC FACTORS HOW CAN WE SAY THAT A DRUG (treatment)  is EFFECTIVE? • To control methodological factors→we administer a PLACEBO ✓ACTIVE ARM: receives the active tre...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,23,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img2.png,1012,512,263,Natural History (NH) Regression to the mean Bias NON-SPECIFIC FACTORS HOW CAN WE SAY THAT A DRUG (treatment)  is EFFECTIVE? • To control methodological factors→we administer a PLACEBO ✓ACTIVE ARM: receives the active tre...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,23,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_23_img3.png,590,95,158,Natural History (NH) Regression to the mean Bias NON-SPECIFIC FACTORS HOW CAN WE SAY THAT A DRUG (treatment)  is EFFECTIVE? • To control methodological factors→we administer a PLACEBO ✓ACTIVE ARM: receives the active tre...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img1.png,1145,124,159,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img2.png,1146,123,146,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img3.png,1147,112,144,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img4.png,1148,119,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img5.png,1149,121,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img6.png,1150,101,140,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img7.png,1151,113,141,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img8.png,1152,115,161,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,27,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_27_img9.png,1153,137,160,Experimenter CLASSIFICATION OF CLINICAL TRIALS: non- randomized method
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img1.png,1145,124,159,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img2.png,1146,123,146,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img3.png,1147,112,144,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img4.png,1148,119,147,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img5.png,1149,121,147,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img6.png,1150,101,140,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img7.png,1151,113,141,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img8.png,1152,115,161,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img9.png,1250,114,132,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img10.png,1251,179,177,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,28,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_28_img11.png,1153,137,160,Informations about patients RANDOM CLASSIFICATION OF CLINICAL TRIALS:  randomized method Experimenter
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img1.png,1145,124,159,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img2.png,1146,123,146,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img3.png,1147,112,144,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img4.png,1148,119,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img5.png,1149,121,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img6.png,1150,101,140,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img7.png,1151,113,141,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img8.png,1152,115,161,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,29,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_29_img9.png,1153,137,160,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  SINGLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img1.png,1145,124,159,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img2.png,1146,123,146,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img3.png,1147,112,144,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img4.png,1148,119,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img5.png,1149,121,147,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img6.png,1150,101,140,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img7.png,1151,113,141,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img8.png,1152,115,161,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,30,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_30_img9.png,1153,137,160,Experimenter CLASSIFICATION OF CLINICAL TRIALS:  DOUBLE-BLINDING
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img1.png,1147,112,144,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img2.png,1149,121,147,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img3.png,1150,101,140,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img4.png,1146,123,146,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img5.png,1148,119,147,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img6.png,1145,124,159,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img7.png,1151,113,141,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img8.png,1152,115,161,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img9.png,1153,137,160,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,31,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_31_img10.png,1251,179,177,CLINICAL TRIALS GOLD STANDARD: 1) Randomized 2) Double-blind 3) Placebo controlled Experimenter RANDOMIZATION
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,33,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img1.png,1719,552,265,PHASE 0 – Discovery and early  testing  • Discovery and selection of molecules • Laboratory analysis on cells and animals • Administration of extremely small doses of  the drug under study to obtain preliminary  data on ...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,33,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img2.png,1720,465,364,PHASE 0 – Discovery and early  testing  • Discovery and selection of molecules • Laboratory analysis on cells and animals • Administration of extremely small doses of  the drug under study to obtain preliminary  data on ...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,33,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_33_img3.png,1721,225,192,PHASE 0 – Discovery and early  testing  • Discovery and selection of molecules • Laboratory analysis on cells and animals • Administration of extremely small doses of  the drug under study to obtain preliminary  data on ...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,34,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_34_img1.png,1749,204,204,PHASE I – Safety and dosage  • Typically on humans (volunteers) (20-80  subjects) • Typically on healthy subjects (sometimes on  terminal patients in the absence of other  treatments) • It is used to test the pharmacokin...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,34,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_34_img2.png,1750,341,315,PHASE I – Safety and dosage  • Typically on humans (volunteers) (20-80  subjects) • Typically on healthy subjects (sometimes on  terminal patients in the absence of other  treatments) • It is used to test the pharmacokin...
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,35,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_35_img1.png,1749,204,204,PHASE II – Efficacy • Testing of the molecule on larger groups (300- 400 subjects). • Patients who have the pathology for which  the particular molecule is to be tested are  recruited Phase III If benefits are  observed
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,36,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_36_img1.png,1749,204,204,PHASE III – Approval phase • Increasing the number of patients  (multicenter studies with 2000-3000 patients) • Approval phase If few side effects and good efficacy
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,36,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_36_img2.png,1721,225,192,PHASE III – Approval phase • Increasing the number of patients  (multicenter studies with 2000-3000 patients) • Approval phase If few side effects and good efficacy
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,37,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_37_img1.png,1749,204,204,"PHASE IV – Post-marketing  surveillance • MARKET LAUNCH • Phase that lasts ""forever“ • The recording of side effects continues. • Ex: Thalidomide, marketed after animal testing  (late 50s) →Lancet study →administration o..."
MODULE 4_2_RCT_PSYCH_MECHANISMS.pdf,37,docs\pdf_images\MODULE 4_2_RCT_PSYCH_MECHANISMS\page_37_img2.png,1721,225,192,"PHASE IV – Post-marketing  surveillance • MARKET LAUNCH • Phase that lasts ""forever“ • The recording of side effects continues. • Ex: Thalidomide, marketed after animal testing  (late 50s) →Lancet study →administration o..."
